cust_id,age,occupation,risk_tolerance,investment_goals,education,marital_status,dependents,region,financial_history,sector,income_level,account_balance,account_deposits,account_withdrawals,account_transfers,international_transfers,account_investments,account_type,loan_amount,loan_purpose,employment_status,loan_term,interest_rate,loan_status
0123,35,Artist,Medium,Growth,High School,Single,0,Asia,Excellent,Technology,44390.47481,50136.31427,15564.97257,3473.748569,11039.60426,2074.947651,5130.372628,savings,50000,Medical Expenses,Employed,60,0.0963,approved
0124,20,Teacher,Medium,Wealth Preservation,Master's,Divorced,3,Asia,Poor,Finance,8800.915963,3072.557837,851.2801864,551.5644329,709.7266507,95.54115336,309.3863976,savings,9503.302251,Auto Purchase,Retired,36,0.074803302,pending
0125,56,Manager,High,Wealth Preservation,Bachelor's,Single,1,South America,Poor,Retail,1420.26309,2623.721393,550.4773844,703.3425256,433.6961583,39.92125904,375.2563457,investment,5000,Debt Consolidation,Employed,60,0.0748,rejected
0126,61,Teacher,High,Growth,Bachelor's,Single,2,Asia,Good,Technology,43026.49814,23463.27578,4508.940016,3395.351388,2893.397597,790.2126232,6142.886783,investment,32185.54407,Home Improvement,Unemployed,48,0.091285544,approved
0127,48,Lawyer,Low,Income Generation,High School,Divorced,3,Asia,Excellent,Finance,25744.75784,25393.24865,10491.91481,6121.061904,6260.31786,387.4650444,2973.070293,investment,6603.882727,Small Business,Employed,48,0.089603883,pending
0128,26,Artist,High,Growth,Bachelor's,Married,0,Africa,Average,Education,2880.552824,3273.576431,1598.27027,547.9674908,747.5250688,121.8490832,384.7741377,credit,5000,Debt Consolidation,Employed,24,0.0714,pending
0129,73,Engineer,Low,Speculation,Master's,Single,1,Australia,Good,Retail,1387.483304,1827.882619,251.0168301,493.8835309,222.5803023,20.23425299,349.0849995,savings,5000,Small Business,Unemployed,24,0.0888,rejected
0130,54,Artist,Low,Speculation,PhD,Single,2,Europe,Poor,Manufacturing,755.531757,1000,277.8929494,122.9953177,204.3598007,28.28253413,163.7489294,investment,5000,Auto Purchase,Retired,12,0.063,approved
0131,28,Teacher,Low,Wealth Preservation,High School,Divorced,0,Europe,Good,Healthcare,1520.746376,1000,421.7789126,214.7552846,153.6815328,43.38476756,136.0581002,checking,5000,Debt Consolidation,Unemployed,24,0.0929,rejected
0132,52,Data Scientist,High,Speculation,PhD,Married,1,North America,Poor,Manufacturing,562.7063279,1000,158.3456591,272.4127926,100.6342705,12.18612896,210.5974426,checking,5000,Medical Expenses,Employed,36,0.0646,approved
0133,55,Engineer,Medium,Growth,High School,Married,2,South America,Poor,Finance,5506.363455,2107.000057,608.5105044,409.7929678,229.1895777,63.08336877,292.1228469,savings,7177.939549,Debt Consolidation,Self-Employed,12,0.06877794,approved
0134,27,Artist,Medium,Speculation,PhD,Divorced,3,North America,Good,Retail,1820.554425,1000,399.5401072,58.20694777,133.2866009,37.85687216,91.22565342,savings,5000,Medical Expenses,Employed,60,0.0876,pending
0135,35,Lawyer,Medium,Wealth Preservation,Master's,Widowed,3,Australia,Good,Finance,23354.30968,19387.18782,6340.886503,1002.760754,1460.790502,70.32189442,2071.428359,checking,29198.11269,Small Business,Self-Employed,60,0.095998113,approved
0136,61,Developer,High,Speculation,PhD,Single,1,Asia,Good,Retail,1180.82981,1682.080379,403.7513489,124.6233839,120.7673637,8.40559881,626.896744,checking,5000,Medical Expenses,Self-Employed,60,0.0641,approved
0137,41,Manager,Medium,Wealth Preservation,PhD,Divorced,4,South America,Poor,Education,4303.990968,5508.744012,2333.105138,615.3253224,285.8116577,52.42327994,295.3817419,savings,5000,Home Improvement,Unemployed,48,0.0456,approved
0138,36,Retiree,Low,Speculation,Bachelor's,Single,3,Asia,Good,Technology,35054.3513,48135.85627,22337.24088,13527.44195,4311.302032,1273.542858,9099.777875,credit,34057.04556,Small Business,Employed,60,0.093857046,approved
0139,81,Retiree,Low,Speculation,High School,Married,1,South America,Average,Retail,1808.055442,2525.388814,1045.836911,305.1462443,317.9780286,47.53280294,168.2927581,credit,5000,Debt Consolidation,Unemployed,24,0.0489,approved
0140,54,Doctor,Low,Wealth Preservation,High School,Married,1,Europe,Good,Healthcare,8546.08617,6589.558018,738.8714929,1757.321245,571.3318092,66.18798133,766.0840368,savings,10250.61091,Auto Purchase,Retired,36,0.051650611,approved
0141,65,Data Scientist,Low,Growth,High School,Married,3,South America,Good,Retail,390.3718089,1000,320.3634141,294.5775023,59.45991706,7.014947213,165.3157455,credit,5000,Home Improvement,Unemployed,60,0.0587,approved
0142,70,Teacher,High,Speculation,High School,Single,4,Asia,Excellent,Retail,471.2329031,1000,339.1750412,56.9499345,91.60269367,20.74054222,72.05255332,credit,5000,Medical Expenses,Retired,48,0.0768,rejected
0143,68,Teacher,Low,Wealth Preservation,Bachelor's,Married,4,South America,Excellent,Education,568.7322858,1000,296.255972,75.61200026,143.0577052,10.03396515,197.3068247,checking,5000,Debt Consolidation,Unemployed,36,0.0955,rejected
0144,64,Retiree,Medium,Wealth Preservation,Master's,Widowed,4,Asia,Good,Education,5741.057037,7256.472784,2953.386232,1788.188444,626.8034596,92.07971943,967.2581211,investment,5315.074197,Home Improvement,Employed,36,0.082015074,pending
0145,36,Student,High,Growth,Master's,Divorced,4,Asia,Excellent,Healthcare,17969.09201,19394.19809,8341.531332,3537.3971,2098.681903,473.4921489,6322.981717,investment,5000,Auto Purchase,Employed,48,0.0484,approved
0146,25,Engineer,Low,Income Generation,High School,Divorced,3,Australia,Good,Education,1343.201388,2053.552534,237.9134646,405.3505675,243.9810724,51.25285926,293.7785519,credit,5000,Small Business,Employed,24,0.0889,rejected
0147,43,Data Scientist,Medium,Speculation,PhD,Married,2,Australia,Excellent,Technology,43015.43841,84774.03195,33746.3072,14606.72588,21123.21047,6079.324622,11130.49087,checking,9597.65539,Home Improvement,Retired,12,0.081397655,rejected
0148,81,Engineer,Medium,Income Generation,High School,Single,3,Europe,Average,Retail,339.2814921,1000,183.0725069,118.6446107,185.2290005,10.07996288,92.50261703,investment,5000,Small Business,Retired,36,0.0602,approved
0149,51,Student,Low,Growth,PhD,Single,2,Asia,Good,Healthcare,3010.005711,2463.51788,609.308666,675.8047995,163.1728757,14.72897653,220.5794613,investment,5000,Debt Consolidation,Self-Employed,24,0.0829,pending
0150,84,Data Scientist,Low,Income Generation,High School,Married,0,Australia,Poor,Healthcare,6374.299415,9934.847911,2950.103123,1549.327723,1116.669448,91.12030493,1738.248203,checking,5000,Medical Expenses,Retired,48,0.0546,approved
0151,40,Engineer,Medium,Income Generation,High School,Divorced,2,South America,Average,Retail,759.3323919,1412.709301,643.2147092,387.3712584,167.6575516,43.53332795,169.4560685,savings,5000,Auto Purchase,Unemployed,12,0.0901,pending
0152,73,Lawyer,High,Speculation,Master's,Widowed,2,Africa,Average,Retail,946.2221205,1362.489696,650.916879,114.5401949,286.9404984,0.906389611,273.1575488,savings,5000,Medical Expenses,Unemployed,60,0.0463,approved
0153,30,Teacher,Medium,Income Generation,Bachelor's,Single,0,Europe,Excellent,Technology,51046.36017,93476.90112,22458.16001,4829.334599,18798.99499,3207.323572,12868.74336,credit,50000,Medical Expenses,Unemployed,24,0.1116,approved
0154,67,Data Scientist,High,Speculation,Bachelor's,Widowed,0,Europe,Good,Finance,5361.532958,2250.662369,1004.583893,506.1752806,214.7963275,41.56076078,291.2937156,checking,5000,Medical Expenses,Unemployed,60,0.0482,approved
0155,69,Artist,Medium,Speculation,PhD,Divorced,1,South America,Poor,Education,3200.300969,2942.593912,812.9100751,471.9077202,400.2203489,106.5718356,394.6605945,checking,5000,Debt Consolidation,Self-Employed,60,0.0697,approved
0156,73,Student,High,Growth,Bachelor's,Divorced,1,Africa,Poor,Education,1368.125187,2493.750866,976.352228,470.1428493,612.2828547,94.20236324,196.434356,credit,5000,Small Business,Self-Employed,60,0.0629,approved
0157,55,Manager,Low,Growth,Bachelor's,Single,2,Africa,Poor,Technology,9941.698071,6404.183436,2883.558787,809.643344,718.9253407,144.6776904,398.7371194,savings,5000,Medical Expenses,Self-Employed,36,0.0898,pending
0158,18,Manager,Low,Speculation,PhD,Single,4,Africa,Average,Education,1235.763582,1892.265826,645.0844927,184.4416969,363.3861802,0.624148156,180.5629152,investment,5000,Auto Purchase,Self-Employed,12,0.0959,pending
0159,53,Artist,Low,Income Generation,Master's,Single,3,Africa,Poor,Manufacturing,42.96164831,1000,324.2245494,277.2704156,248.7161184,11.51878661,158.8012974,savings,5000,Small Business,Unemployed,36,0.0836,pending
0160,77,Student,Medium,Growth,Master's,Single,2,Asia,Average,Education,2394.918644,1274.303077,577.1056747,217.424295,161.718041,34.32991112,136.2002873,savings,5000,Auto Purchase,Self-Employed,60,0.0692,approved
0161,48,Student,Low,Speculation,High School,Divorced,2,Europe,Excellent,Healthcare,4449.351299,1079.631035,283.6987858,139.7602251,110.5398031,11.06836311,192.344012,credit,5000,Debt Consolidation,Self-Employed,24,0.074,rejected
0162,38,Manager,Medium,Growth,PhD,Single,1,Asia,Good,Healthcare,4292.157447,4096.275654,1808.375537,707.8861351,273.2308246,49.74801086,373.282003,savings,5246.860718,Debt Consolidation,Employed,36,0.073646861,rejected
0163,79,Teacher,Medium,Wealth Preservation,PhD,Divorced,3,Asia,Good,Manufacturing,298.7468108,1000,111.8986348,120.7021647,178.3738578,28.28914591,126.6651621,savings,5000,Medical Expenses,Self-Employed,24,0.0545,approved
0164,23,Engineer,Medium,Speculation,Bachelor's,Divorced,4,South America,Excellent,Healthcare,2097.972119,3265.251664,1093.094486,445.477501,256.6234224,36.80240844,613.4503808,checking,5000,Debt Consolidation,Self-Employed,36,0.0627,approved
0165,29,Engineer,High,Speculation,PhD,Single,3,Australia,Good,Finance,9586.753532,2479.882406,1082.148502,320.6517516,272.0551816,44.72184239,128.2970367,savings,5000,Debt Consolidation,Self-Employed,12,0.0856,rejected
0166,21,Developer,Low,Income Generation,High School,Widowed,0,North America,Good,Manufacturing,98.34040296,1000,171.695045,223.6130623,58.90648889,17.19544423,54.74263934,investment,5000,Small Business,Self-Employed,36,0.0902,rejected
0167,33,Lawyer,Medium,Speculation,Master's,Single,4,South America,Good,Education,3776.068152,5938.3045,1766.930082,1436.547522,333.8895561,51.0104552,712.2374217,credit,5000,Debt Consolidation,Unemployed,36,0.0528,approved
0168,27,Doctor,Medium,Growth,PhD,Single,0,Australia,Excellent,Healthcare,11325.53846,15074.00451,7476.274579,1963.892662,1095.683772,271.1649782,1071.781421,credit,15739.24094,Debt Consolidation,Self-Employed,60,0.075839241,approved
0169,30,Lawyer,Medium,Income Generation,Bachelor's,Widowed,4,North America,Average,Technology,29951.89082,55241.2894,26057.51214,6248.043467,9749.683786,2391.315111,10071.71687,savings,15527.06661,Medical Expenses,Unemployed,24,0.076727067,approved
0170,76,Data Scientist,High,Speculation,High School,Single,1,South America,Average,Technology,21155.89539,7283.823903,2400.899829,551.9532344,1230.984054,68.55819775,2829.680348,checking,25069.28615,Medical Expenses,Self-Employed,36,0.084569286,approved
0171,85,Engineer,Medium,Income Generation,Bachelor's,Single,3,Africa,Average,Technology,25977.07087,10878.55276,5279.285645,2728.616426,2113.761224,307.2245254,1413.79601,savings,37371.35768,Auto Purchase,Self-Employed,36,0.120771358,rejected
0172,75,Artist,Low,Growth,High School,Widowed,3,North America,Excellent,Technology,47601.45535,62617.4879,8388.453721,9189.895761,15205.34911,3300.650901,8421.527353,savings,9417.483999,Small Business,Retired,60,0.079017484,approved
0173,56,Lawyer,Low,Wealth Preservation,PhD,Widowed,1,Africa,Average,Healthcare,8307.425851,8062.717602,2205.837978,512.8500048,1326.845491,217.759557,514.0054581,checking,10312.3044,Home Improvement,Retired,36,0.076012304,pending
0174,33,Developer,Low,Speculation,High School,Married,4,Africa,Excellent,Manufacturing,71.04803754,1000,202.2908299,52.19498963,126.1106959,13.02112767,65.0157405,checking,5000,Debt Consolidation,Unemployed,60,0.0549,approved
0175,49,Teacher,High,Speculation,PhD,Married,1,South America,Poor,Finance,11993.29519,23233.44748,3314.967007,2381.156645,4144.113229,1180.880711,3568.172459,investment,5000,Auto Purchase,Retired,24,0.0836,pending
0176,47,Engineer,Low,Growth,High School,Divorced,4,North America,Good,Retail,415.9668039,1000,340.6800654,182.0571108,78.78746322,13.0089528,180.3500834,investment,5000,Medical Expenses,Employed,12,0.0576,approved
0177,62,Retiree,Medium,Income Generation,High School,Widowed,0,Asia,Excellent,Finance,12549.06946,20274.67747,8235.22119,3254.997356,2288.499601,606.1231287,2005.930033,checking,18820.03464,Debt Consolidation,Employed,48,0.062420035,approved
0178,24,Retiree,Medium,Speculation,High School,Married,3,Asia,Average,Education,2273.079071,2698.227844,884.3455711,220.6735413,621.3926222,151.2483635,323.0242588,investment,5000,Medical Expenses,Unemployed,36,0.0967,rejected
0179,31,Engineer,High,Income Generation,Bachelor's,Divorced,1,South America,Average,Education,1540.781557,1553.623796,284.7930451,322.639913,184.6397393,19.88584432,591.5379622,checking,5000,Home Improvement,Employed,24,0.079,pending
0180,68,Student,High,Income Generation,PhD,Single,3,North America,Good,Finance,24396.34971,12773.07876,5038.30628,3300.432615,1306.098727,20.29516344,4383.443022,investment,35835.78892,Auto Purchase,Self-Employed,60,0.099335789,approved
0181,23,Lawyer,Medium,Wealth Preservation,Bachelor's,Single,0,Europe,Average,Finance,37925.04553,8918.233972,2119.218384,1355.708739,2035.629704,455.1887828,777.3823597,checking,9607.500725,Debt Consolidation,Self-Employed,24,0.064207501,approved
0182,56,Developer,High,Income Generation,PhD,Single,4,Europe,Good,Healthcare,12571.04541,17172.3896,3730.915817,967.2262455,2282.175196,39.26577106,6665.439519,checking,5000,Debt Consolidation,Retired,12,0.0897,rejected
0183,56,Doctor,High,Speculation,Master's,Widowed,2,North America,Average,Education,2489.612735,2311.691344,965.2804435,366.6657082,133.2203536,7.257938344,614.5656235,investment,5000,Small Business,Self-Employed,60,0.0933,pending
0184,69,Doctor,Medium,Income Generation,PhD,Divorced,3,Australia,Excellent,Education,3005.487585,1000,415.2014603,224.6865498,192.4008306,5.254073956,152.4137618,credit,5000,Medical Expenses,Unemployed,24,0.0845,rejected
0185,68,Teacher,Low,Wealth Preservation,High School,Divorced,4,South America,Good,Finance,9987.532495,12957.10431,3544.782535,939.3568489,1847.143619,519.292464,2037.361864,checking,10772.68364,Home Improvement,Retired,60,0.097772684,pending
0186,84,Student,Medium,Speculation,PhD,Divorced,2,Africa,Poor,Retail,1883.490525,2277.622525,342.1458847,426.0421545,295.0915315,86.26234739,447.0054697,checking,5000,Home Improvement,Unemployed,48,0.0581,approved
0187,59,Doctor,High,Income Generation,PhD,Divorced,0,Asia,Average,Education,2437.786357,2934.608092,1046.294344,878.9132547,388.568807,73.48039946,559.6909179,credit,5000,Debt Consolidation,Self-Employed,36,0.0822,pending
0188,61,Lawyer,Medium,Growth,High School,Widowed,0,Europe,Average,Education,1052.371887,1890.641085,426.535696,337.7068132,280.2706615,21.23226105,308.379343,checking,5000,Home Improvement,Employed,36,0.0793,rejected
0189,18,Manager,Low,Wealth Preservation,Master's,Divorced,4,South America,Excellent,Healthcare,15324.55896,28943.21812,14207.51225,4812.020102,2773.652351,323.4064343,1940.562688,investment,5000,Auto Purchase,Employed,60,0.0705,rejected
0190,39,Doctor,Low,Income Generation,PhD,Single,1,Europe,Average,Manufacturing,255.1525089,1000,384.0061316,163.5703409,109.0058645,7.988746969,103.0246305,investment,5000,Debt Consolidation,Employed,24,0.0685,approved
0191,59,Teacher,High,Growth,High School,Widowed,1,Africa,Poor,Manufacturing,146.516216,1000,103.4462017,157.2528829,205.8339543,2.594621967,214.4158814,credit,5000,Debt Consolidation,Retired,36,0.0927,pending
0192,63,Developer,Medium,Wealth Preservation,Master's,Widowed,3,Asia,Average,Technology,46873.08402,15336.17717,3120.415553,1566.293907,2160.173255,477.2192197,2367.43136,credit,50000,Auto Purchase,Unemployed,60,0.1398,rejected
0193,60,Teacher,High,Income Generation,Master's,Married,3,South America,Average,Finance,11859.04547,4256.044926,1106.290919,253.4968229,696.8211406,87.03662142,1481.813685,savings,5638.205406,Auto Purchase,Unemployed,24,0.045638205,approved
0194,76,Doctor,High,Growth,High School,Married,4,Asia,Average,Finance,8008.831769,11219.10961,2341.4279,1242.149797,2175.796675,441.696921,4471.092574,investment,10839.8746,Auto Purchase,Retired,48,0.092539875,rejected
0195,65,Engineer,Low,Growth,PhD,Widowed,0,South America,Average,Manufacturing,225.5994899,1000,428.0794567,53.90707143,131.0686951,33.78926528,57.61646473,checking,5000,Home Improvement,Retired,48,0.0621,approved
0196,35,Teacher,Low,Income Generation,Bachelor's,Single,2,North America,Poor,Finance,14132.35378,2266.868014,963.3395817,291.4434922,171.5102628,29.25524408,408.8442886,checking,5065.665228,Home Improvement,Retired,36,0.045065665,approved
0197,77,Teacher,High,Speculation,PhD,Divorced,2,North America,Good,Manufacturing,527.795694,1000,356.5507031,289.2308743,226.4180387,19.09113436,190.5186539,checking,5000,Medical Expenses,Unemployed,24,0.0888,rejected
